component,componentCategory,prop,propType,normalizedPropType,propCategory,defaultValue,acceptsObject,objectExample,acceptsNode,enumValues,documentedValues,description,conditionalRelationship,childSupport
Anchor,Controls,reverse,boolean,boolean,state,,false,,false,true | false,true | false,Whether an icon and label should be reversed so that the icon is at the end of the anchor.,,
Anchor,Controls,size,string,enum,layout,,false,,false,"""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""12px""","""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""12px""","The font size is typically driven by the components containing this component. But, it can be adjusted directly via this size property, typically when it is not contained in a 'Heading', 'Paragraph', or 'Text'.",,
Anchor,Controls,weight,string | number,union,layout,,false,,false,"""normal"" | ""bold"" | 300","""normal"" | ""bold"" | 300",Sets font-weight property for anchor.,,
Button,Controls,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
Button,Controls,active,boolean,boolean,state,,false,,false,true | false,true | false,Whether the button is active.,,
Button,Controls,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
Button,Controls,as,string | function | element,union,layout,,false,() => {},true,"""div"" | () => {} | Link","""div"" | () => {} | Link",The DOM tag or react component to use for the element.,,
Button,Controls,badge,boolean | element | number | object,union,content,,true,"{ background: { color: ""..."", dark: ""..."", image: ""string"", position: ""string"", opacity: ""..."", repeat: ""..."", size: ""..."", light: ""string"" } max: number, value: ""..."" }",true,"true | false | <Box>...</Box> | 10 | ""string"" | boolean | number | ""weak"" | ""medium"" | ""strong"" | ""no-repeat"" | ""repeat"" | ""cover"" | ""contain""","true | false | <Box>...</Box> | 10 | ""string"" | boolean | number | ""weak"" | ""medium"" | ""strong"" | ""no-repeat"" | ""repeat"" | ""cover"" | ""contain""","An indicator to show on the top-right of the Button. For accessibility, supplement the badge by adding an a11yTitle to the Button which provides a useful message to screen readers. For example, ""2 unread notifications"".",,
Button,Controls,busy,boolean,boolean,state,,false,,false,true | false,true | false,Whether the button is in a busy state and should display an animation to indicate this.,,
Button,Controls,children,function | object | node,union,content,,true,"({ disabled, hover, focus }) => {<Box>...</Box>}",true,<Box>...</Box>,<Box>...</Box>,"Function that can be called to render the visual representation. When Button has children, it is styled as a plain button.",,
Button,Controls,color,string | object,union,layout,"is defined in the theme, the color prop will fill the background color for prima",true,"{ dark: ""string"", light: ""string"" }",false,"""control""","""control""","Fill color for primary, label color for plain, border color otherwise. If button.default is defined in the theme, the color prop will fill the background color for primary and secondary button types. Color prop will change the text color for default button.",,
Button,Controls,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Whether the button is disabled.,,
Button,Controls,fill,string | boolean,union,state,,false,,false,"""horizontal"" | ""vertical"" | true | false","""horizontal"" | ""vertical"" | true | false",Whether the button expands to fill all of the available width and/or height.,,
Button,Controls,focusIndicator,boolean,boolean,state,,false,,false,true | false,true | false,Whether when 'plain' it should receive a focus outline.,,
Button,Controls,gap,string,string,layout,,false,,false,"""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""","""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""",The amount of spacing between icon and label in the button.,,
Button,Controls,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
Button,Controls,hoverIndicator,boolean | string | object,union,behavior,,true,"{ color: ""..."", dark: ""..."", image: ""string"", position: ""string"", opacity: ""..."", repeat: ""..."", size: ""..."", light: ""string"" }",false,"true | false | ""background"" | ""string"" | boolean | number | ""weak"" | ""medium"" | ""strong"" | ""no-repeat"" | ""repeat"" | ""cover"" | ""contain"" | ""none"" | ""xsmall"" | ""small"" | ""large"" | ""xlarge""","true | false | ""background"" | ""string"" | boolean | number | ""weak"" | ""medium"" | ""strong"" | ""no-repeat"" | ""repeat"" | ""cover"" | ""contain"" | ""none"" | ""xsmall"" | ""small"" | ""large"" | ""xlarge""",The hover indicator to apply when the user is mousing over the button. This prop is meant to be used only with plain Buttons.,,
Button,Controls,href,string,string,behavior,,false,,false,"""//my.com/path""","""//my.com/path""","If specified, the button will behave like an anchor tag.",,
Button,Controls,icon,element,element,content,,false,,true,<Add />,<Add />,"Icon element to place in the button. For accessibility with screen readers, if using just an icon (no label), add an a11yTitle to the Button that describes the icon.",,icon={<Add />}
Button,Controls,justify,string,enum,layout,,false,,false,"""around"" | ""between"" | ""center"" | ""end"" | ""evenly"" | ""start"" | ""stretch""","""around"" | ""between"" | ""center"" | ""end"" | ""evenly"" | ""start"" | ""stretch""",How to align the contents within the button.,,
Button,Controls,label,string | node,union,content,,false,,true,"""label"" | <Box>...</Box>","""label"" | <Box>...</Box>",Label text to place in the button.,,
Button,Controls,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Button,Controls,messages,busy | success | object,union,behavior,,true,"{ ""busy"": ""button is in a busy state"", ""success"": ""button action succeeded"" }",false,,,,,
Button,Controls,onClick,function,function,event,,false,() => {},false,() => {},() => {},Click handler. Not setting this property and not specifying a href causes the Button to be disabled.,,
Button,Controls,pad,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."", start: ""..."", end: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""",The amount of padding around the Button contents.,,
Button,Controls,plain,boolean,boolean,state,"on the theme), the usage of plain is deprecated",false,,false,true | false,true | false,"Whether this is a plain button with no border or pad. Non plain button will show both pad and border. When using the kind button (i.e. button.default on the theme), the usage of plain is deprecated.",,
Button,Controls,primary,boolean,boolean,state,,false,,false,true | false,true | false,Whether this is a primary button. There should be at most one per page or screen.,,
Button,Controls,reverse,boolean,boolean,state,,false,,false,true | false,true | false,Whether an icon and label should be reversed so that the icon is at the end of the anchor.,,
Button,Controls,secondary,boolean,boolean,state,,false,,false,true | false,true | false,Whether this is a secondary button.,,
Button,Controls,size,string,enum,layout,,false,,false,"""small"" | ""medium"" | ""large""","""small"" | ""medium"" | ""large""","The possible sizes of Button, that impacts the overall Button padding, border radius, text size and line height. 'size' will not impact any icon related sizing.",,
Button,Controls,success,boolean,boolean,state,,false,,false,true | false,true | false,Whether the button is in a success state and should display an animation to indicate this.,,
Button,Controls,target,string,string,behavior,,false,,false,"""_self"" | ""_blank"" | ""_parent"" | ""_top"" | ""string""","""_self"" | ""_blank"" | ""_parent"" | ""_top"" | ""string""",Specifies where to display the URL defined in the href property.,requires href,
Button,Controls,tip,string | object,union,content,value,true,"{ content: node | ""string"", dropProps: {...} plain: boolean }",true,"""example tooltip""","""example tooltip""",tooltip or a hint when hovering over the button.,,
Button,Controls,type,string,enum,behavior,button on forms,false,,false,"""button"" | ""reset"" | ""submit""","""button"" | ""reset"" | ""submit""",The type of button. Set the type to submit for the default button on forms.,,
Drop,Controls,align,object,object,layout,,true,"{ top: ""top"" | ""bottom"", bottom: ""top"" | ""bottom"", right: ""left"" | ""right"", left: ""left"" | ""right"" }",false,,,How to align the drop with respect to the target element. Not specifying a vertical or horizontal alignment will cause it to be aligned in the center.,relative to target element,
Drop,Controls,background,string | object,union,layout,,true,"{ color: ""neutral-1"", dark: true, image: ""url(//my.com/assets/img.png)"" position: ""bottom"", opacity: true, repeat: ""no-repeat"", size: ""cover"", light: ""string"", clip: ""text"", rotate: 45 }",false,"""neutral-1"" | ""url(//my.com/assets/img.png)"" | ""weak"" | ""medium"" | ""strong"" | boolean | number | any CSS for background-position | ""no-repeat"" | ""repeat"" | ""string"" | ""cover"" | ""contain"" | ""text"" | ""border-box"" | ""padding-box"" | ""content-box""","""neutral-1"" | ""url(//my.com/assets/img.png)"" | ""weak"" | ""medium"" | ""strong"" | boolean | number | any CSS for background-position | ""no-repeat"" | ""repeat"" | ""string"" | ""cover"" | ""contain"" | ""text"" | ""border-box"" | ""padding-box"" | ""content-box""","Either a color or identifier to use for the background color. For example: 'neutral-1'. Or, a 'url()' for an image. Dark is not needed if color is provided.",,
Drop,Controls,elevation,string,enum,layout,,false,"""any custom elevation name in the current theme""",false,"""none"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","Elevated height of the target, indicated via a drop shadow. Only applicable if the Drop isn't plain.",,
Drop,Controls,inline,boolean,boolean,behavior,,false,,false,true | false,true | false,"By default, Drop is rendered using a React Portal, which places it outside the current DOM hierarchy as a child of the body. Sometimes, this isn't desireable and specifying inline indicates that it should be rendered directly as a child of its parent comoponent.",,
Drop,Controls,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Drop,Controls,onClickOutside,function,function,event,,false,() => {},false,() => {},() => {},Function that will be invoked when the user clicks outside the drop.,,
Drop,Controls,onEsc,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the user presses the escape key inside the drop.,,
Drop,Controls,overflow,string | object,union,layout,,true,"{ horizontal: ""..."", vertical: ""..."" }",false,"""auto"" | ""hidden"" | ""scroll"" | ""visible"" | ""string""","""auto"" | ""hidden"" | ""scroll"" | ""visible"" | ""string""",How to control the overflow inside the drop.,,
Drop,Controls,plain,boolean,boolean,state,,false,,false,true | false,true | false,"Whether the drop element should have no background, elevation, margin or round.",,
Drop,Controls,responsive,boolean,boolean,layout,,false,,false,true | false,true | false,Whether to dynamically re-place when resized.,,
Drop,Controls,restrictFocus,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether focus should be moved to the Drop container if no element within the Drop had autoFocus placed on it.,,
Drop,Controls,round,boolean | string | object,union,layout,,true,"{ corner: ""..."", size: ""..."" }",false,"true | false | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""full"" | ""string"" | ""top"" | ""left"" | ""bottom"" | ""right"" | ""top-left"" | ""top-right"" | ""bottom-left"" | ""bottom-right""","true | false | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""full"" | ""string"" | ""top"" | ""left"" | ""bottom"" | ""right"" | ""top-left"" | ""top-right"" | ""bottom-left"" | ""bottom-right""",How much to round the corners.,,
Drop,Controls,stretch,string | boolean,union,behavior,"is true because that is what most uses of Drop want, like Select and Menu",false,,false,"""align"" | true | false","""align"" | true | false","If set to true the drop element will be stretched to at least match the width of the target element. The default is true because that is what most uses of Drop want, like Select and Menu.",,
Drop,Controls,target,object,object,behavior,,true,,false,targetRef.current,targetRef.current,Target where the drop will be aligned to.,requires target element ref,
Drop,Controls,trapFocus,boolean,boolean,behavior,,false,,false,true | false,true | false,Traps keyboard focus inside of drop.,,
DropButton,Controls,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
DropButton,Controls,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
DropButton,Controls,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Whether the button should be disabled.,,
DropButton,Controls,dropAlign,object,object,behavior,,true,"{ top: ""top"" | ""bottom"", bottom: ""top"" | ""bottom"", right: ""left"" | ""right"", left: ""left"" | ""right"" }",false,,,How to align the drop with respect to the button.,,
DropButton,Controls,dropContent,element,element,behavior,,false,,true,<Box>...</Box>,<Box>...</Box>,Content to put inside the Drop.,shown when open,"dropContent={<Box pad=""small"">...</Box>}"
DropButton,Controls,dropProps,object,object,behavior,,true,{},false,,,Any valid Drop prop.,passed to underlying Drop,
DropButton,Controls,dropTarget,object,object,behavior,,true,{},false,,,"Target where the drop will be aligned to. This should be a React reference. Typically, this is not required as the drop will be aligned to the DropButton itself by default.",,
DropButton,Controls,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
DropButton,Controls,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
DropButton,Controls,onClose,function,function,event,,false,() => {},false,() => {},() => {},Callback for when the drop is closed,,
DropButton,Controls,onOpen,function,function,event,,false,() => {},false,() => {},() => {},Callback for when the drop is opened,,
DropButton,Controls,open,boolean,boolean,state,,false,,false,true | false,true | false,Whether the drop should be open or not. Setting this property does not influence user interaction after it has been rendered.,,
Menu,Controls,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
Menu,Controls,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
Menu,Controls,children,function | node,union,content,,false,(props) => <Box ...>{...}</Box>,true,(props) => <Box ...>{...}</Box>,(props) => <Box ...>{...}</Box>,Menu can take in children as a function or node.,,items array defines child actions
Menu,Controls,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Whether the menu should be disabled.,,
Menu,Controls,dropAlign,object,object,behavior,,true,"{ top: ""top"" | ""bottom"", bottom: ""top"" | ""bottom"", right: ""left"" | ""right"", left: ""left"" | ""right"" }",false,,,Where to place the drop down.,,
Menu,Controls,dropBackground,string | object,union,behavior,,true,"{ color: ""neutral-1"", opacity: ""medium"" }",false,"""neutral-1"" | ""weak"" | ""medium"" | ""strong"" | true","""neutral-1"" | ""weak"" | ""medium"" | ""strong"" | true",Background color when drop is active,,
Menu,Controls,dropProps,object,object,behavior,,true,{},false,,,Any valid Drop prop.,,
Menu,Controls,dropTarget,object,object,behavior,,true,,false,ref.current,ref.current,"Target where the drop will be aligned to. This should be a React reference. Typically, this is not required as the drop will be aligned to the Menu itself by default.",,
Menu,Controls,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
Menu,Controls,icon,boolean | node,union,content,,false,,true,true | false | <Icon />,true | false | <Icon />,Indicates the icon shown as a control to open it.,,
Menu,Controls,items,label | onClick | href | array[object] | array[array[object]],union,content,,false,"[ { label: 'Item 1', onClick: () => {}, }, { label: <Box alignSelf=""center"">Github</Box>, icon: (<Github />), } ]",false,,,,,
Menu,Controls,justifyContent,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""between"" | ""around"" | ""stretch""","""start"" | ""center"" | ""end"" | ""between"" | ""around"" | ""stretch""",How to align the contents along the row axis.,,
Menu,Controls,label,string | node,union,content,,false,,true,"""Actions"" | <Box>...</Box>","""Actions"" | <Box>...</Box>",Indicates the label shown as a control to open it.,,
Menu,Controls,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Menu,Controls,messages,object,object,behavior,,true,"{ openMenu: ""Open Menu"", closeMenu: ""Close Menu"" }",false,,,Custom messages. Used for accessibility by screen readers. These values will be overridden if an a11yTitle is provided.,,
Menu,Controls,open,boolean,boolean,state,,false,,false,true | false,true | false,Whether the state of the component should be open,,
Menu,Controls,size,string,string,layout,,false,,false,"""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""","""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""",The size of the menu.,,
Nav,Controls,(extends Box),BoxProps,object,layout,,false,,true,,,Nav accepts all Box props. See Box component for full prop list.,,Anchor or Button children for navigation
Tabs,Controls,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
Tabs,Controls,activeIndex,number,number,behavior,,false,,false,0,0,"Active tab index. If specified, Tabs will be a controlled component. This means that future tab changes will not work unless you subscribe to onActive function and update activeIndex accordingly.",controlled: requires onActive,
Tabs,Controls,alignControls,string,enum,behavior,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch""","""start"" | ""center"" | ""end"" | ""stretch""",How to align the tab controls along the vertical axis.,,
Tabs,Controls,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
Tabs,Controls,children,node,ReactNode,content,,false,,true,<Tab>...</Tab>,<Tab>...</Tab>,Array of Tab.,,Tab children
Tabs,Controls,flex,boolean | string,union,layout,,false,,false,"true | false | ""grow"" | ""shrink""","true | false | ""grow"" | ""shrink""",Whether flex-grow and/or flex-shrink is true.,,
Tabs,Controls,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
Tabs,Controls,justify,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end""","""start"" | ""center"" | ""end""",How to align the tabs along the main axis.,,
Tabs,Controls,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Tabs,Controls,messages,object,object,behavior,strings and accessibility announcements,true,"{ tabContents: ""Tab Contents"" }",false,,,Custom messages for Tabs. Used for internationalization and customization of default strings and accessibility announcements.,,
Tabs,Controls,onActive,function,function,event,,false,(1) => {},false,(1) => {},(1) => {},Function that will be called with the active tab index when the currently active tab changes.,paired with activeIndex,
Tip,Controls,content,node,ReactNode,content,,false,,true,"""Additional info"" | <Box>...</Box>","""Additional info"" | <Box>...</Box>",The tooltip content inside the drop.,,
Tip,Controls,defaultVisible,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to display the tooltip initially.,,
Tip,Controls,dropProps,object,object,behavior,,true,"{ trapFocus: ""false"" }",false,,,Any valid Drop prop to style the Tip drop container.,,
Tip,Controls,plain,boolean,boolean,state,styling from tip,false,,false,true | false,true | false,Whether content should have default styling from tip.content.,,
ToggleGroup,Controls,defaultValue,multiple | string | array[string],union,behavior,selected value,false,,false,"""option1""","""option1""",,,
ToggleGroup,Controls,multiple,boolean,boolean,state,,false,,false,true | false,true | false,"Whether to allow multiple options to be selected. When multiple is true, 'value' should be an array of selected options.",,
ToggleGroup,Controls,onToggle,function,function,event,,false,({ value: nextValue }) => setValue(nextValue),false,,,Function that will be called when the user selects an option.,,
ToggleGroup,Controls,options,string | array[object],union,content,,false,"[ { icon: <Bold />, label: ""Bold"" value: ""bold"", tip: ""bold"" } ]",false,,,"Options can be either an array of type string, or object. Each option is rendered as a single Button within ToggleGroup. The options that can be passed in can be icon, label, value, tip",,
ToggleGroup,Controls,value,multiple | string | array[string],union,content,,false,,false,"""option1""","""option1""",,,
CheckBox,Input,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
CheckBox,Input,checked,boolean,boolean,state,,false,,false,true | false,true | false,,,
CheckBox,Input,children,function,function,content,,false,"({ checked, indeterminate }) => <Box ...>{...}</Box>",true,,,Function that will be called to render the visual representation. It will be passed an object indicating whether the button is checked. It should return a react element.,,
CheckBox,Input,disabled,boolean,boolean,state,,false,,false,true | false,true | false,,,
CheckBox,Input,fill,boolean,boolean,state,,false,,false,true | false,true | false,Whether the checkbox and label expand to fill all of the available width and/or height of their container.,,
CheckBox,Input,id,string,string,accessibility,,false,,false,"""a-dom-id""","""a-dom-id""",,,
CheckBox,Input,indeterminate,boolean,boolean,state,,false,,false,true | false,true | false,Whether state is indeterminate. NOTE: This can only be used with non-toggle components,,
CheckBox,Input,label,string | element,union,content,,false,,true,"""enabled"" | <Box>...</Box>","""enabled"" | <Box>...</Box>",Label text to place next to the control. Can be used instead of a11yTitle to meet accessibility requirements,,
CheckBox,Input,name,string,string,content,,false,,false,"""a-dom-name""","""a-dom-name""",,,
CheckBox,Input,onChange,function,function,event,,false,() => {},false,() => {},() => {},,,
CheckBox,Input,pad,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."", start: ""..."", end: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""",The amount of padding on the container surrounding the checkbox and its label.,,
CheckBox,Input,reverse,boolean,boolean,state,,false,,false,true | false,true | false,Whether to show the label in front of the checkbox.,,
CheckBox,Input,toggle,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to visualize it as a toggle switch.,,
CheckBoxGroup,Input,children,function,function,content,,false,"(option, { checked, indeterminate }) => <Box ...>{...}</Box>",true,,,"Function that will be called to render the visual representation. It will be called for each option and passed the option, and an object indicating whether the option is checked. It should return a react element.",,
CheckBoxGroup,Input,defaultValue,array,array,behavior,,false,,false,,,Initially selected option(s).,,
CheckBoxGroup,Input,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Disables all options.,,
CheckBoxGroup,Input,labelKey,string,string,behavior,,false,,false,"""label""","""label""","When the options array contains objects, this property indicates how to determine the label of each option. If a string is provided, it is used as the key to retrieve each option's label.",,
CheckBoxGroup,Input,name,string,string,content,,false,,false,"""name""","""name""",Required when used in the Context of Form and FormField.,,
CheckBoxGroup,Input,onChange,function,function,event,,false,"({ value, option }) => {...}",false,"({ value, option }) => {...}","({ value, option }) => {...}",Function that will be called when the user clicks on a CheckBox option.,,
CheckBoxGroup,Input,options,array[string] | array[object],array,content,,false,"[ { label: 'Maui' }, { label: 'Jerusalem' }, { label: 'Wuhan' }, ]",false,,,The options to choose from.,,
CheckBoxGroup,Input,value,array,array,content,,false,"[ number ""string"" ]",false,,,"An array of the values for the checked options. If options is provided as an object, the value array will be the values that the valueKey maps to.",controlled: requires onChange,
CheckBoxGroup,Input,valueKey,string,string,behavior,,false,,false,"""value""","""value""","When the options array contains objects, this property indicates how to determine the value of each option. If a string is provided, it is used as the key to retrieve each option's value.",,
DateInput,Input,buttonProps,object,object,behavior,,true,{},false,,,Any properties to pass on to the underlying DropButton when not inline and no format.,,
DateInput,Input,calendarProps,object,object,behavior,,true,{},false,,,Any properties to pass on to the underlying Calendar.,,
DateInput,Input,defaultValue,string | array,union,behavior,date or date range value in ISO8601 format,false,,false,"""2020-07-21T15""","""2020-07-21T15""",The default date or date range value in ISO8601 format.,,
DateInput,Input,dropProps,object,object,behavior,,true,"{ align: { top: ""bottom"", left: ""left"" } }",false,,,Any properties to pass on to the underlying Drop when not inline.,,
DateInput,Input,format,string,string,behavior,,false,,false,"""mm/dd/yyyy""","""mm/dd/yyyy""",The date format to use. This property should be used when in a Form.,,
DateInput,Input,icon,element,element,content,,false,,true,<Calendar />,<Calendar />,The icon to show to open the DateInput.,,icon={<Add />}
DateInput,Input,id,string,string,accessibility,,false,,false,"""date-input-id""","""date-input-id""",The id of the input.,,
DateInput,Input,inline,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether the calendar should always be shown or via a Drop when interacting with the input.,,
DateInput,Input,inputProps,object,object,behavior,,true,{},false,,,Any properties to pass on to the underlying MaskedInput when there is a format.,,
DateInput,Input,messages,object,object,behavior,strings and accessibility announcements,true,"{ ""enterCalendar"": ""Calendar is open, press tab to enter the calendar"", ""exitCalendar"": ""Exited calendar dialog"" }",false,,,Custom messages for DateInput. Used for internationalization and customization of default strings and accessibility announcements.,,
DateInput,Input,name,string,string,content,,false,,false,"""name""","""name""",The name of the input. This property is required when used within FormField.,,
DateInput,Input,onChange,function,function,event,,false,() => {},false,() => {},() => {},Function that will be called when the user types or selects a date. The updated value will be available via 'event.value'.,,
DateInput,Input,readOnlyCopy,boolean,boolean,behavior,,false,,false,true | false,true | false,Makes the DateInput readOnly and adds a copy to clipboard button. Setting this to true will automatically set the readOnly prop to true.,,
DateInput,Input,reverse,boolean,boolean,state,,false,,false,true | false,true | false,Whether the icon should be reversed so that the icon is at the beginning of the input.,,
DateInput,Input,size,string,string,layout,,false,,false,"""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""2xl"" | ""3xl"" | ""4xl"" | ""5xl"" | ""6xl"" | ""string""","""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""xxlarge"" | ""2xl"" | ""3xl"" | ""4xl"" | ""5xl"" | ""6xl"" | ""string""",The size of the text.,,
DateInput,Input,value,string | array,union,content,,false,,false,"""2018-10-16T12:22:00Z""","""2018-10-16T12:22:00Z""",The date or date range value(s) in ISO8601 format.,,
FileInput,Input,confirmRemove,function,function,behavior,,false,"({ onConfirm, onCancel }) => ( <Layer onClickOutside={onCancel} onEsc={onCancel}> <Box> Are you sure you want to delete this file? <Box direction=""row"" gap=""small""> <Button label=""Cancel"" onClick={onCancel} /> <Button label=""Delete file"" onClick={onConfirm} /> </Box> </Box> </Layer> )",false,,,Provides custom rendering of a confirmation that appears when the user attempts to remove a file or files.,,
FileInput,Input,disabled,boolean,boolean,state,,false,,false,true | false,true | false,Whether the control is disabled.,,
FileInput,Input,id,string,string,accessibility,,false,,false,"""file-input-id""","""file-input-id""",The id attribute of the input.,,
FileInput,Input,maxSize,number,number,behavior,,false,,false,5000,5000,Specifies a file size limit in bytes (binary) for FileInput.,,
FileInput,Input,messages,object,object,behavior,strings and accessibility announcements,true,"{ alert: { maxFile: ""Error, {fileName} exceeds {maxFile} files limit."", maxSize: ""Error, {fileName} exceeds {maxSize} limit."" }, browse: ""browse"", dropPrompt: ""Drop file here or"", dropPromptMultiple: ""Drop files here or"", files: ""files"", remove: ""remove {fileName}"", removeAll: ""remove all"", maxFile:...",false,,,Custom messages for FileInput. Used for internationalization and customization of default strings and accessibility announcements. readers.,,
FileInput,Input,multiple,boolean | object,union,state,,true,"{ aggregateThreshold: number, max: number }",false,true | false,true | false,Whether to allow multiple files.,,
FileInput,Input,name,string,string,content,,false,,false,"""name""","""name""",The name attribute of the input. This is required when used within a Form.,,
